prefixed_root,unprefixed_root,hom,prefixed_root_IAST,unprefixed_root_IAST
lakzIBU,BU,,lakṣībhū,bhū
lakzyIkf,kf,,lakṣyīkṛ,kṛ
lakzyIBU,BU,,lakṣyībhū,bhū
laGUkf,kf,,laghūkṛ,kṛ
liptIkf,kf,,liptīkṛ,kṛ
lokAyata,kf,,lokāyata,kṛ
lohitIBU,BU,,lohitībhū,bhū
vakrIkf,kf,,vakrīkṛ,kṛ
vakrIBU,BU,,vakrībhū,bhū
vajrasArIkf,kf,,vajrasārīkṛ,kṛ
varaDarmIkf,kf,,varadharmīkṛ,kṛ
varRIBU,BU,,varṇībhū,bhū
vartIkf,kf,,vartīkṛ,kṛ
valayIkf,kf,,valayīkṛ,kṛ
valayIBU,BU,,valayībhū,bhū
vaSIkf,kf,,vaśīkṛ,kṛ
vaSIBU,BU,,vaśībhū,bhū
vahanIkf,kf,,vahanīkṛ,kṛ
vahnisAtkf,kf,,vahnisātkṛ,kṛ
vAjIkf,kf,,vājīkṛ,kṛ
vAntIkf,kf,,vāntīkṛ,kṛ
vAmIkf,kf,,vāmīkṛ,kṛ
vAlavyajanIBU,BU,,vālavyajanībhū,bhū
vAhanIkf,kf,,vāhanīkṛ,kṛ
vAhanIBU,BU,,vāhanībhū,bhū
vikacIkf,kf,,vikacīkṛ,kṛ
vikawIkf,kf,,vikaṭīkṛ,kṛ
vikatT,katT,,vikatth,katth
vikamp,kamp,,vikamp,kamp
vikalIkf,kf,,vikalīkṛ,kṛ
vikas,kas,,vikas,kas
vikANkz,kANkz,,vikāṅkṣ,kāṅkṣ
vikAS,kAS,,vikāś,kāś
vikUj,kUj,,vikūj,kūj
vikf,kf,1,vikṛ,kṛ
vikft,kft,2,vikṛt,kṛt
vikfz,kfz,,vikṛṣ,kṛṣ
vikF,kF,,vikṝ,kṝ
vikxp,kxp,,vikḷp,kḷp
vikram,kram,,vikram,kram
vikrI,krI,,vikrī,krī
vikrIq,krIq,,vikrīḍ,krīḍ
vikruS,kruS,,vikruś,kruś
viklav,klav,,viklav,klav
viklavIkf,kf,,viklavīkṛ,kṛ
viklavIBU,BU,,viklavībhū,bhū
vikzar,kzar,,vikṣar,kṣar
vikzi,kzi,4,vikṣi,kṣi
vikzip,kzip,,vikṣip,kṣip
vikzuD,kzuD,,vikṣudh,kṣudh
vikzuB,kzuB,,vikṣubh,kṣubh
viKan,Kan,,vikhan,khan
viKid,Kid,,vikhid,khid
viKyA,KyA,,vikhyā,khyā
vigaR,gaR,,vigaṇ,gaṇ
vigam,gam,,vigam,gam
vigarj,garj,,vigarj,garj
vigarh,garh,,vigarh,garh
vigal,gal,,vigal,gal
vigAh,gAh,,vigāh,gāh
viguRIkf,kf,,viguṇīkṛ,kṛ
vigE,gE,,vigai,gai
vigraT,graT,1,vigrath,grath
vigrah,grah,,vigrah,grah
viGaw,Gaw,,vighaṭ,ghaṭ
viGaww,Gaww,,vighaṭṭ,ghaṭṭ
viGUrR,GUrR,,vighūrṇ,ghūrṇ
viGrA,GrA,,vighrā,ghrā
vicakz,cakz,,vicakṣ,cakṣ
vicaw,caw,,vicaṭ,caṭ
vicar,car,,vicar,car
vical,cal,,vical,cal
vici,ci,1,vici,ci
vici,ci,2,vici,ci
vicit,cit,4,vicit,cit
vicint,cint,,vicint,cint
vicumb,cumb,,vicumb,cumb
vicUrR,cUrR,,vicūrṇ,cūrṇ
vicUrRIBU,BU,,vicūrṇībhū,bhū
vicft,cft,,vicṛt,cṛt
vicezw,cezw,,viceṣṭ,ceṣṭ
vicCad,Cad,,vicchad,chad
vicCad,Cad,,vicchad,chad
vicCAyIkf,kf,,vicchāyīkṛ,kṛ
vicCid,Cid,,vicchid,chid
vicCo,Co,,viccho,cho
vijan,jan,,vijan,jan
viji,ji,,viji,ji
vijIv,jIv,,vijīv,jīv
vijfmB,jfmB,,vijṛmbh,jṛmbh
vijYA,jYA,,vijñā,jñā
viqamb,qamb,,viḍamb,ḍamb
vitakz,takz,,vitakṣ,takṣ
vitaq,taq,,vitaḍ,taḍ
vitatIkf,kf,,vitatīkṛ,kṛ
vitaTIkf,kf,,vitathīkṛ,kṛ
vitan,tan,,vitan,tan
vitap,tap,,vitap,tap
vitark,tark,,vitark,tark
vitAnIkf,kf,,vitānīkṛ,kṛ
vitAnIBU,BU,,vitānībhū,bhū
vitud,tud,,vitud,tud
vituzIkf,kf,,vituṣīkṛ,kṛ
vitfd,tfd,,vitṛd,tṛd
vitfp,tfp,,vitṛp,tṛp
vitfz,tfz,,vitṛṣ,tṛṣ
vitF,tF,,vitṝ,tṝ
vitras,tras,,vitras,tras
vitruq,truq,,vitruḍ,truḍ
vidaMS,daMS,,vidaṃś,daṃś
viday,day,,viday,day
vidal,dal,,vidal,dal
vidas,das,,vidas,das
vidah,dah,,vidah,dah
vidA,dA,,vidā,dā
vidA,dA,,vidā,dā
vidAS,dAS,,vidāś,dāś
vidiv,div,,vidiv,div
vidIp,dIp,,vidīp,dīp
vidu,du,,vidu,du
viduz,duz,,viduṣ,duṣ
viduh,duh,,viduh,duh
vidUrIBU,BU,,vidūrībhū,bhū
vidfS,dfS,,vidṛś,dṛś
vidF,dF,,vidṝ,dṝ
vidyut,dyut,,vidyut,dyut
vidru,dru,,vidru,dru
vidruh,druh,,vidruh,druh
vidrE,drE,,vidrai,drai
vidviz,dviz,,vidviṣ,dviṣ
viDanIkf,kf,,vidhanīkṛ,kṛ
viDam,Dam,,vidham,dham
viDA,DA,,vidhā,dhā
viDAv,DAv,,vidhāv,dhāv
viDU,DU,,vidhū,dhū
viDUp,DUp,,vidhūp,dhūp
viDf,Df,,vidhṛ,dhṛ
viDmA,DmA,,vidhmā,dhmā
viDvaMs,DvaMs,,vidhvaṃs,dhvaṃs
viDvas,Dvas,,vidhvas,dhvas
vinad,nad,,vinad,nad
vinand,nand,,vinand,nand
vinam,nam,,vinam,nam
vinaya,nI,,vinaya,nī
vinard,nard,,vinard,nard
vinaS,naS,,vinaś,naś
vinaS,naS,,vinaś,naś
viniHSvas,Svas,,viniḥśvas,śvas
viniHsf,sf,,viniḥsṛ,sṛ
vinikf,kf,,vinikṛ,kṛ
vinikft,kft,,vinikṛt,kṛt
vinikz,nikz,,vinikṣ,nikṣ
vinikzip,kzip,,vinikṣip,kṣip
vinigad,gad,,vinigad,gad
viniguh,guh,,viniguh,guh
vinid,nid,,vinid,nid
viniDA,DA,,vinidhā,dhā
viniDf,Df,,vinidhṛ,dhṛ
viniDvaMs,DvaMs,,vinidhvaṃs,dhvaṃs
viniDvas,Dvas,,vinidhvas,dhvas
vinind,nind,,vinind,nind
vinipat,pat,,vinipat,pat
viniyam,yam,,viniyam,yam
viniyuj,yuj,,viniyuj,yuj
vinirgam,gam,,vinirgam,gam
vinirji,ji,,vinirji,ji
vinirRI,nI,,vinirṇī,nī
vinirdah,dah,,vinirdah,dah
vinirdiS,diS,,vinirdiś,diś
vinirmuc,muc,,vinirmuc,muc
viniryA,yA,,viniryā,yā
vinirliK,liK,,vinirlikh,likh
vinirvam,vam,,vinirvam,vam
vinirhf,hf,,vinirhṛ,hṛ
vinivft,vft,,vinivṛt,vṛt
viniScar,car,,viniścar,car
viniSvas,Svas,,viniśvas,śvas
vinizad,sad,,viniṣad,sad
vinizkram,kram,,viniṣkram,kram
vinizwan,stan,,viniṣṭan,stan
vinizWiv,zWiv,,viniṣṭhiv,ṣṭhiv
vinizpaw,paw,,viniṣpaṭ,paṭ
vinizpat,pat,,viniṣpat,pat
vinizpiz,piz,,viniṣpiṣ,piṣ
vinizpIq,pIq,,viniṣpīḍ,pīḍ
vinihan,han,,vinihan,han
vinihnu,hnu,,vinihnu,hnu
vinI,nI,,vinī,nī
vinu,nu,,vinu,nu
vinud,nud,,vinud,nud
vinft,nft,,vinṛt,nṛt
vinyas,as,,vinyas,as
vipakzIkf,kf,,vipakṣīkṛ,kṛ
vipac,pac,,vipac,pac
vipaYcaya,paYcaya,,vipañcaya,pañcaya
vipaw,paw,,vipaṭ,paṭ
vipaW,paW,,vipaṭh,paṭh
vipaR,paR,,vipaṇ,paṇ
vipat,pat,,vipat,pat
vipad,pad,,vipad,pad
viparikram,kram,,viparikram,kram
viparigA,gA,,viparigā,gā
vipariRam,nam,,vipariṇam,nam
viparidru,dru,,viparidru,dru
vipariDA,DA,,viparidhā,dhā
vipariDAv,DAv,,viparidhāv,dhāv
viparipat,pat,,viparipat,pat
viparivft,vft,,viparivṛt,vṛt
viparihf,hf,,viparihṛ,hṛ
viparI,i,,viparī,i
vipare,i,,vipare,i
viparyas,as,,viparyas,as
viparyAvft,vft,,viparyāvṛt,vṛt
viparyUh,Uh,,viparyūh,ūh
vipalyay,ay,,vipalyay,ay
vipaS,paS,,vipaś,paś
vipA,pA,,vipā,pā
vipiS,piS,,vipiś,piś
vipulIkf,kf,,vipulīkṛ,kṛ
vipU,pU,,vipū,pū
vipfc,pfc,,vipṛc,pṛc
vipfzWIBU,BU,,vipṛṣṭhībhū,bhū
viprakf,kf,,viprakṛ,kṛ
viprakfz,kfz,,viprakṛṣ,kṛṣ
vipraC,praC,,viprach,prach
vipraRaS,naS,,vipraṇaś,naś
vipraRI,nI,,vipraṇī,nī
vipratikf,kf,,vipratikṛ,kṛ
vipratipad,pad,,vipratipad,pad
vipratiBA,BA,,vipratibhā,bhā
vipraT,praT,,viprath,prath
vipraduh,duh,,vipraduh,duh
vipradru,dru,,vipradru,dru
vipraDAv,DAv,,vipradhāv,dhāv
vipramuc,muc,,vipramuc,muc
viprayuj,yuj,,viprayuj,yuj
vipralap,lap,,vipralap,lap
vipralaB,laB,,vipralabh,labh
vipralup,lup,,vipralup,lup
vipraluB,luB,,vipralubh,lubh
vipravad,vad,,vipravad,vad
vipravas,vas,,vipravas,vas
vipravraj,vraj,,vipravraj,vraj
viprasAtkf,kf,,viprasātkṛ,kṛ
viprasf,sf,,viprasṛ,sṛ
viprasfp,sfp,,viprasṛp,sṛp
viprasTA,sTA,,viprasthā,sthā
viprahA,hA,,viprahā,hā
vipru,pru,,vipru,pru
vipre,i,,vipre,i
viprekz,Ikz,,viprekṣ,īkṣ
viplu,plu,,viplu,plu
viPalIkf,kf,,viphalīkṛ,kṛ
viPalIBU,BU,,viphalībhū,bhū
vibanD,banD,,vibandh,bandh
vibAD,bAD,,vibādh,bādh
vibuD,buD,,vibudh,budh
vibfh,bfh,,vibṛh,bṛh
vibfh,bfh,,vibṛh,bṛh
vibrU,brU,,vibrū,brū
viBaj,Baj,,vibhaj,bhaj
viBaYj,BaYj,,vibhañj,bhañj
viBA,BA,,vibhā,bhā
viBAgIkf,kf,,vibhāgīkṛ,kṛ
viBAz,BAz,,vibhāṣ,bhāṣ
viBAs,BAs,,vibhās,bhās
viBid,Bid,,vibhid,bhid
viBinnIkf,kf,,vibhinnīkṛ,kṛ
viBI,BI,,vibhī,bhī
viBU,BU,,vibhū,bhū
viBUz,BUz,,vibhūṣ,bhūṣ
viBf,Bf,,vibhṛ,bhṛ
viBraMS,BraMS,,vibhraṃś,bhraṃś
viBram,Bram,,vibhram,bhram
viBrAj,BrAj,,vibhrāj,bhrāj
vimaMh,maMh,,vimaṃh,maṃh
vimajj,majj,,vimajj,majj
vimaT,maT,,vimath,math
vimad,mad,,vimad,mad
vimadIkf,kf,,vimadīkṛ,kṛ
viman,man,,viman,man
vimanT,manT,,vimanth,manth
vimA,mA,3,vimā,mā
vimAnIkf,kf,,vimānīkṛ,kṛ
vimi,mi,,vimi,mi
vimiSr,miSr,,vimiśr,miśr
vimuKIkf,kf,,vimukhīkṛ,kṛ
vimuKIBU,BU,,vimukhībhū,bhū
vimuc,muc,,vimuc,muc
vimuh,muh,,vimuh,muh
vimfj,mfj,,vimṛj,mṛj
vimfd,mfd,,vimṛd,mṛd
vimfS,mfS,,vimṛś,mṛś
vimfz,mfz,,vimṛṣ,mṛṣ
vime,me,,vime,me
vimokz,mokz,,vimokṣ,mokṣ
vimrit,mrit,,vimrit,mrit
vimlE,mlE,,vimlai,mlai
viyat,yat,,viyat,yat
viyam,yam,,viyam,yam
viyA,yA,,viyā,yā
viyu,yu,,viyu,yu
viyuj,yuj,,viyuj,yuj
virakz,rakz,,virakṣ,rakṣ
virac,rac,,virac,rac
virajIkf,kf,,virajīkṛ,kṛ
virajIBU,BU,,virajībhū,bhū
viraYj,raYj,,virañj,rañj
viraTIkf,kf,,virathīkṛ,kṛ
viraTIBU,BU,,virathībhū,bhū
virad,rad,,virad,rad
virapS,rapS,,virapś,rapś
viram,ram,,viram,ram
viralIkf,kf,,viralīkṛ,kṛ
viras,ras,1,viras,ras
virasIkf,kf,,virasīkṛ,kṛ
virasIBU,BU,,virasībhū,bhū
virah,rah,,virah,rah
virahIkf,kf,,virahīkṛ,kṛ
virAj,rAj,,virāj,rāj
virAD,rAD,,virādh,rādh
viru,ru,,viru,ru
viruc,ruc,,viruc,ruc
viruj,ruj,1,viruj,ruj
virud,rud,,virud,rud
viruD,ruD,2,virudh,rudh
viruz,ruz,,viruṣ,ruṣ
viruh,ruh,,viruh,ruh
vilakz,lakz,,vilakṣ,lakṣ
vilakzIkf,kf,,vilakṣīkṛ,kṛ
vilag,lag,,vilag,lag
vilaNG,laNG,,vilaṅgh,laṅgh
vilajj,lajj,,vilajj,lajj
vilap,lap,,vilap,lap
vilaB,laB,,vilabh,labh
vilamb,lamb,,vilamb,lamb
vilas,las,,vilas,las
viliK,liK,,vilikh,likh
vilip,lip,,vilip,lip
viliS,liS,,viliś,liś
vilih,lih,,vilih,lih
vilI,lI,,vilī,lī
viluYc,luYc,,viluñc,luñc
viluW,luW,2,viluṭh,luṭh
viluRW,luRW,,viluṇṭh,luṇṭh
vilup,lup,,vilup,lup
vivac,vac,,vivac,vac
vivad,vad,,vivad,vad
vivarR,varR,,vivarṇ,varṇ
vivarD,varD,,vivardh,vardh
vival,val,,vival,val
vivalg,valg,,vivalg,valg
vivas,vas,2,vivas,vas
vivas,vas,4,vivas,vas
vivas,vas,5,vivas,vas
vivah,vah,,vivah,vah
vivA,vA,,vivā,vā
vivAc,vac,,vivāc,vac
vivic,vic,,vivic,vic
vivip,vip,,vivip,vip
viviS,viS,,viviś,viś
vivf,vf,1,vivṛ,vṛ
vivft,vft,,vivṛt,vṛt
vivfD,vfD,,vivṛdh,vṛdh
vive,ve,,vive,ve
viven,ven,,viven,ven
vivell,vell,,vivell,vell
vivyaD,vyaD,,vivyadh,vyadh
vivraSc,vraSc,,vivraśc,vraśc
viSaMs,SaMs,,viśaṃs,śaṃs
viSaNk,SaNk,,viśaṅk,śaṅk
viSadIkf,kf,,viśadīkṛ,kṛ
viSas,Sas,,viśas,śas
viSAs,SAs,,viśās,śās
viSiYj,SiYj,,viśiñj,śiñj
viSiz,Siz,,viśiṣ,śiṣ
viSI,SI,,viśī,śī
viSuD,SuD,,viśudh,śudh
viSuB,SuB,,viśubh,śubh
viSuz,Suz,1,viśuṣ,śuṣ
viSfD,SfD,,viśṛdh,śṛdh
viSezaRIkf,kf,,viśeṣaṇīkṛ,kṛ
viSraT,SraT,,viśrath,śrath
viSram,Sram,,viśram,śram
viSramB,SramB,,viśrambh,śrambh
viSri,Sri,,viśri,śri
viSrIkf,kf,,viśrīkṛ,kṛ
viSru,Sru,1,viśru,śru
viSliz,Sliz,,viśliṣ,śliṣ
viSvas,Svas,,viśvas,śvas
viSvi,Svi,,viśvi,śvi
viSvit,Svit,,viśvit,śvit
vizaYj,saYj,,viṣañj,sañj
vizad,sad,,viṣad,sad
vizamIkf,kf,,viṣamīkṛ,kṛ
vizamIBU,BU,,viṣamībhū,bhū
vizayIkf,kf,,viṣayīkṛ,kṛ
vizayIBU,BU,,viṣayībhū,bhū
vizah,sah,,viṣah,sah
vizic,sic,,viṣic,sic
viziv,siv,,viṣiv,siv
vizu,su,,viṣu,su
vizU,sU,,viṣū,sū
vizev,sev,,viṣev,sev
vizo,so,,viṣo,so
vizkamB,skamB,,viṣkambh,skambh
vizkumB,skumB,,viṣkumbh,skumbh
vizwan,stan,,viṣṭan,stan
vizwamB,stamB,,viṣṭambh,stambh
vizwu,stu,,viṣṭu,stu
vizwuB,stuB,,viṣṭubh,stubh
vizWA,sTA,,viṣṭhā,sthā
vizpf,spf,,viṣpṛ,spṛ
vizyand,syand,,viṣyand,syand
vizvaYj,svaYj,,viṣvañj,svañj
vizvan,svan,,viṣvan,svan
visaMvad,vad,,visaṃvad,vad
visiD,siD,1,visidh,sidh
visUtr,sUtr,,visūtr,sūtr
visf,sf,,visṛ,sṛ
visfj,sfj,,visṛj,sṛj
visfp,sfp,,visṛp,sṛp
vistan,stan,,vistan,stan
vistf,stf,,vistṛ,stṛ
vispand,spand,,vispand,spand
visparD,sparD,,vispardh,spardh
vispazwIkf,kf,,vispaṣṭīkṛ,kṛ
visPAy,sPAy,,visphāy,sphāy
visPuw,sPuw,,visphuṭ,sphuṭ
visPur,sPur,,visphur,sphur
visPul,sPul,,visphul,sphul
visPuliNga,BU,,visphuliṅga,bhū
visPUrj,sPUrj,,visphūrj,sphūrj
vismi,smi,,vismi,smi
vismf,smf,,vismṛ,smṛ
visraMs,sraMs,,visraṃs,sraṃs
visru,sru,,visru,sru
visvan,svan,,visvan,svan
visvap,svap,,visvap,svap
vihan,han,,vihan,han
vihary,hary,,vihary,hary
vihas,has,,vihas,has
vihA,hA,1,vihā,hā
vihA,hA,3,vihā,hā
vihiMs,hiMs,,vihiṃs,hiṃs
vihurC,hurC,,vihurch,hurch
vihf,hf,,vihṛ,hṛ
viheW,heW,,viheṭh,heṭh
vihel,hel,,vihel,hel
vihnu,hnu,,vihnu,hnu
vihru,hru,,vihru,hru
vihval,hval,,vihval,hval
vihve,hve,,vihve,hve
vI,i,,vī,i
vIkz,Ikz,,vīkṣ,īkṣ
vINK,INK,,vīṅkh,īṅkh
vIn,in,,vīn,in
vIps,Ap,,vīps,āp
vIr,Ir,,vīr,īr
vIz,Iz,,vīṣ,īṣ
vIz,iz,,vīṣ,iṣ
vErIBU,BU,,vairībhū,bhū
vyaMs,aMs,,vyaṃs,aṃs
vyaktIkf,kf,,vyaktīkṛ,kṛ
vyaktIBU,BU,,vyaktībhū,bhū
vyakz,akz,,vyakṣ,akṣ
vyaNgIkf,kf,,vyaṅgīkṛ,kṛ
vyaNgulIkf,kf,,vyaṅgulīkṛ,kṛ
vyac,ac,,vyac,ac
vyaj,aj,,vyaj,aj
vyajanIkf,kf,,vyajanīkṛ,kṛ
vyajanIBU,BU,,vyajanībhū,bhū
vyaYc,aYc,,vyañc,añc
vyaYj,aYj,,vyañj,añj
vyatikram,kram,,vyatikram,kram
vyatigam,gam,,vyatigam,gam
vyatigA,gA,,vyatigā,gā
vyaticar,car,,vyaticar,car
vyatijalp,jalp,,vyatijalp,jalp
vyatiji,ji,,vyatiji,ji
vyatitan,tan,,vyatitan,tan
vyatitF,tF,,vyatitṝ,tṝ
vyatinI,nI,,vyatinī,nī
vyatipaW,paW,,vyatipaṭh,paṭh
vyatiBA,BA,,vyatibhā,bhā
vyatiBU,BU,,vyatibhū,bhū
vyatiyA,yA,,vyatiyā,yā
vyatiyu,yu,,vyatiyu,yu
vyatirA,rA,,vyatirā,rā
vyatiruh,ruh,,vyatiruh,ruh
vyatilU,lU,,vyatilū,lū
vyativah,vah,,vyativah,vah
vyativft,vft,,vyativṛt,vṛt
vyativraj,vraj,,vyativraj,vraj
vyatiSI,SI,,vyatiśī,śī
vyatiSF,SF,,vyatiśṝ,śṝ
vyatizaYj,sanj,,vyatiṣañj,sanj
vyatisaMdah,dah,,vyatisaṃdah,dah
vyatisfp,sfp,,vyatisṛp,sṛp
vyatihan,han,,vyatihan,han
vyatihas,has,,vyatihas,has
vyatihiMs,hiMs,,vyatihiṃs,hiṃs
vyatihf,hf,,vyatihṛ,hṛ
vyatI,i,,vyatī,i
vyatyas,as,,vyatyas,as
vyatyUh,Uh,,vyatyūh,ūh
vyad,ad,,vyad,ad
vyan,an,,vyan,an
vyanuDA,DA,,vyanudhā,dhā
vyanusf,sf,,vyanusṛ,sṛ
vyantIkf,kf,,vyantīkṛ,kṛ
vyanvAraB,raB,,vyanvārabh,rabh
vyapakfz,kfz,,vyapakṛṣ,kṛṣ
vyapakram,kram,,vyapakram,kram
vyapagam,gam,,vyapagam,gam
vyapatrap,trap,,vyapatrap,trap
vyapadiS,diS,,vyapadiś,diś
vyapanI,nI,,vyapanī,nī
vyapanud,nud,,vyapanud,nud
vyapamuc,muc,,vyapamuc,muc
vyapayA,yA,,vyapayā,yā
vyapavft,vft,,vyapavṛt,vṛt
vyapasf,sf,,vyapasṛ,sṛ
vyapasfj,sfj,,vyapasṛj,sṛj
vyapasfp,sfp,,vyapasṛp,sṛp
vyapasPur,sPur,,vyapasphur,sphur
vyapahan,han,,vyapahan,han
vyapahf,hf,,vyapahṛ,hṛ
vyapAnud,nud,,vyapānud,nud
vyapASri,Sri,,vyapāśri,śri
vyapAhf,hf,,vyapāhṛ,hṛ
vyape,i,,vyape,i
vyapekz,Ikz,,vyapekṣ,īkṣ
vyapoh,Uh,,vyapoh,ūh
vyaBicar,car,,vyabhicar,car
vyayIkf,kf,,vyayīkṛ,kṛ
vyarTIkf,kf,,vyarthīkṛ,kṛ
vyarTIBU,BU,,vyarthībhū,bhū
vyard,ard,,vyard,ard
vyavakfz,kfz,,vyavakṛṣ,kṛṣ
vyavakF,kF,,vyavakṝ,kṝ
vyavagam,gam,,vyavagam,gam
vyavagAh,gAh,,vyavagāh,gāh
vyavacCid,Cid,,vyavacchid,chid
vyavadru,dru,,vyavadru,dru
vyavaDA,DA,,vyavadhā,dhā
vyavaDAv,DAv,,vyavadhāv,dhāv
vyavaDU,DU,,vyavadhū,dhū
vyavaDf,Df,,vyavadhṛ,dhṛ
vyavapad,pad,,vyavapad,pad
vyavaBakz,Bakz,,vyavabhakṣ,bhakṣ
vyavaruh,ruh,,vyavaruh,ruh
vyavalI,lI,,vyavalī,lī
vyavavad,vad,,vyavavad,vad
vyavavid,vid,,vyavavid,vid
vyavavlI,vlI,,vyavavlī,vlī
vyavaScut,Scut,,vyavaścut,ścut
vyavasad,sad,,vyavasad,sad
vyavasfj,sfj,,vyavasṛj,sṛj
vyavasfp,sfp,,vyavasṛp,sṛp
vyavaso,so,,vyavaso,so
vyavastuB,stuB,,vyavastubh,stubh
vyavasTA,sTA,,vyavasthā,sthā
vyavasraMs,sraMs,,vyavasraṃs,sraṃs
vyavasru,sru,,vyavasru,sru
vyavahf,hf,,vyavahṛ,hṛ
vyave,i,,vyave,i
vyaS,aS,,vyaś,aś
vyaS,aS,,vyaś,aś
vyas,as,2,vyas,as
vyasanIkf,kf,,vyasanīkṛ,kṛ
vyAkulIkf,kf,,vyākulīkṛ,kṛ
vyAkulIBU,BU,,vyākulībhū,bhū
vyAkf,kf,,vyākṛ,kṛ
vyAkfz,kfz,,vyākṛṣ,kṛṣ
vyAkoSIkf,kf,,vyākośīkṛ,kṛ
vyAkruS,kruS,,vyākruś,kruś
vyAkzip,kzip,,vyākṣip,kṣip
vyAKyA,KyA,,vyākhyā,khyā
vyAGUrR,GUrR,,vyāghūrṇ,ghūrṇ
vyAGrA,GrA,,vyāghrā,ghrā
vyAcakz,cakz,,vyācakṣ,cakṣ
vyAjIkf,kf,,vyājīkṛ,kṛ
vyAjfmB,jfmB,,vyājṛmbh,jṛmbh
vyAtan,tan,,vyātan,tan
vyAdA,dA,,vyādā,dā
vyAdiS,diS,,vyādiś,diś
vyADU,DU,,vyādhū,dhū
vyAnam,nam,,vyānam,nam
vyAnamrIkf,kf,,vyānamrīkṛ,kṛ
vyAnI,nI,,vyānī,nī
vyAp,Ap,,vyāp,āp
vyApad,pad,,vyāpad,pad
vyApf,pf,,vyāpṛ,pṛ
vyAbAD,bAD,,vyābādh,bādh
vyABAz,BAz,,vyābhāṣ,bhāṣ
vyAmuc,muc,,vyāmuc,muc
vyAmuh,muh,,vyāmuh,muh
vyAyam,yam,,vyāyam,yam
vyAlamb,lamb,,vyālamb,lamb
vyAliK,liK,,vyālikh,likh
vyAlup,lup,,vyālup,lup
vyAvalg,valg,,vyāvalg,valg
vyAviS,viS,,vyāviś,viś
vyAvf,vf,,vyāvṛ,vṛ
vyAvf,vf,,vyāvṛ,vṛ
vyAvft,vft,,vyāvṛt,vṛt
vyAvyaD,vyaD,,vyāvyadh,vyadh
vyAsaYj,saYj,,vyāsañj,sañj
vyAsic,sic,,vyāsic,sic
vyAsiD,siD,,vyāsidh,sidh
vyAsf,sf,,vyāsṛ,sṛ
vyAhan,han,,vyāhan,han
vyAhf,hf,,vyāhṛ,hṛ
vyAhve,hve,,vyāhve,hve
vyu,u,,vyu,u
vyukz,ukz,,vyukṣ,ukṣ
vyuccar,car,,vyuccar,car
vyucCid,Cid,,vyucchid,chid
vyutkram,kram,,vyutkram,kram
vyutTA,sTA,,vyutthā,sthā
vyutpad,pad,,vyutpad,pad
vyutsad,sad,,vyutsad,sad
vyutsic,sic,,vyutsic,sic
vyutsfj,sfj,,vyutsṛj,sṛj
vyutsfp,sfp,,vyutsṛp,sṛp
vyud,ud,,vyud,ud
vyudas,as,,vyudas,as
vyudUh,Uh,,vyudūh,ūh
vyudDf,hf,,vyuddhṛ,hṛ
vyupanI,nI,,vyupanī,nī
vyupayuj,yuj,,vyupayuj,yuj
vyuparam,ram,,vyuparam,ram
vyupaviS,viS,,vyupaviś,viś
vyupaSam,Sam,,vyupaśam,śam
vyupAram,ram,,vyupāram,ram
vyupAs,as,,vyupās,as
vyupe,i,,vyupe,i
vyubj,ubj,,vyubj,ubj
vyUrRu,UrRu,,vyūrṇu,ūrṇu
vyUh,Uh,,vyūh,ūh
vyUh,Uh,,vyūh,ūh
vyUhIkf,kf,,vyūhīkṛ,kṛ
vyf,f,,vyṛ,ṛ
vyfC,fC,,vyṛch,ṛch
vyfz,fz,,vyṛṣ,ṛṣ
vyfz,fz,,vyṛṣ,ṛṣ
SakalAkf,kf,,śakalākṛ,kṛ
SakalIkf,kf,,śakalīkṛ,kṛ
SakalIBU,BU,,śakalībhū,bhū
SataguRIBU,BU,,śataguṇībhū,bhū
SataBaNgIBU,BU,,śatabhaṅgībhū,bhū
SabarIBU,BU,,śabarībhū,bhū
SambAkf,kf,,śambākṛ,kṛ
SayanIkf,kf,,śayanīkṛ,kṛ
SaraRIkf,kf,,śaraṇīkṛ,kṛ
SarIkf,kf,,śarīkṛ,kṛ
SarIrIBU,BU,,śarīrībhū,bhū
SaSIBU,BU,,śaśībhū,bhū
SAkarasIkf,kf,,śākarasīkṛ,kṛ
SAlInIkf,kf,,śālīnīkṛ,kṛ
SiTilIkf,kf,,śithilīkṛ,kṛ
SiTilIBU,BU,,śithilībhū,bhū
SilIBU,BU,,śilībhū,bhū
SiSirIkf,kf,,śiśirīkṛ,kṛ
SiSirIBU,BU,,śiśirībhū,bhū
SizyIkf,kf,,śiṣyīkṛ,kṛ
SItalIkf,kf,,śītalīkṛ,kṛ
SItalIBU,BU,,śītalībhū,bhū
SItIkf,kf,,śītīkṛ,kṛ
SItIBU,BU,,śītībhū,bhū
SItkf,kf,,śītkṛ,kṛ
SIrRIkf,kf,,śīrṇīkṛ,kṛ
SukIBU,BU,,śukībhū,bhū
SukrIBU,BU,,śukrībhū,bhū
SuklIkf,kf,,śuklīkṛ,kṛ
SuklIBU,BU,,śuklībhū,bhū
SucIkf,kf,,śucīkṛ,kṛ
SucIBU,BU,,śucībhū,bhū
SuBIkf,kf,,śubhīkṛ,kṛ
SuBrIBU,BU,,śubhrībhū,bhū
SUdrIBU,BU,,śūdrībhū,bhū
SUnyIkf,kf,,śūnyīkṛ,kṛ
SUnyIBU,BU,,śūnyībhū,bhū
SUrIkf,kf,,śūrīkṛ,kṛ
