root	class	derivation	tense	voices
bhṛtya	11	primary	imperative	middle
bhṛtya	11	primary	imperfect	middle
bhṛtya	11	primary	optative	middle
bhṛtya	11	primary	periphrastic_future	active
bhṛtya	11	primary	present	middle
bhṛśa	11	primary	future	active,middle
bhṛśa	11	primary	imperative	middle
bhṛśa	11	primary	imperfect	middle
bhṛśa	11	primary	optative	middle
bhṛśa	11	primary	periphrastic_future	active
bhṛśa	11	primary	present	middle
brū	2	primary	benedictive	active
brū	2	primary	imperative	active,middle
brū	2	primary	imperfect	active,middle
brū	2	primary	optative	active,middle
brū	2	primary	present	active,middle
brū	6	primary	imperative	active,middle
brū	6	primary	imperfect	active,middle
brū	6	primary	optative	active,middle
brū	6	primary	present	active,middle
budh	1	causative	future	active,middle
budh	1	causative	imperative	active,middle,passive
budh	1	causative	imperfect	active,middle,passive
budh	1	causative	optative	active,middle,passive
budh	1	causative	periphrastic_future	active
budh	1	causative	present	active,middle,passive
budh	1	desiderative	future	active,middle
budh	1	desiderative	imperative	active,middle,passive
budh	1	desiderative	imperfect	active,middle,passive
budh	1	desiderative	optative	active,middle,passive
budh	1	desiderative	periphrastic_future	active
budh	1	desiderative	present	active,middle,passive
budh	1	intensive	imperative	active
budh	1	intensive	imperfect	active
budh	1	intensive	optative	active
budh	1	intensive	present	active
budh	1	primary	aorist	passive
budh	1	primary	benedictive	active
budh	1	primary	conditional	active,middle
budh	1	primary	future	active,middle
budh	1	primary	imperative	active,passive
budh	1	primary	imperfect	active,passive
budh	1	primary	optative	active,passive
budh	1	primary	perfect	active,middle
budh	1	primary	periphrastic_future	active
budh	1	primary	present	active,passive
budh	5	primary	aorist	active,middle
budh	5	primary	injunctive	active,middle
bādh	1	causative	future	active,middle
bādh	1	causative	imperative	active,middle
bādh	1	causative	imperfect	active,middle
bādh	1	causative	optative	active,middle
bādh	1	causative	periphrastic_future	active
bādh	1	causative	present	active,middle
bādh	1	desiderative	future	middle
bādh	1	desiderative	imperative	middle,passive
bādh	1	desiderative	imperfect	middle,passive
bādh	1	desiderative	optative	middle,passive
bādh	1	desiderative	periphrastic_future	active
bādh	1	desiderative	present	middle,passive
bādh	1	primary	benedictive	active
bādh	1	primary	future	active,middle
bādh	1	primary	imperative	middle,passive
bādh	1	primary	imperfect	middle,passive
bādh	1	primary	optative	middle,passive
bādh	1	primary	perfect	middle
bādh	1	primary	periphrastic_future	active
bādh	1	primary	present	middle,passive
bādh	5	primary	aorist	active,middle
bādh	5	primary	injunctive	active,middle
bāṣpa	11	primary	future	active,middle
bāṣpa	11	primary	imperative	middle
bāṣpa	11	primary	imperfect	middle
bāṣpa	11	primary	optative	middle
bāṣpa	11	primary	periphrastic_future	active
bāṣpa	11	primary	present	middle
bṛh	1	causative	future	active,middle
bṛh	1	causative	imperative	active,middle,passive
bṛh	1	causative	imperfect	active,middle,passive
bṛh	1	causative	optative	active,middle,passive
bṛh	1	causative	periphrastic_future	active
bṛh	1	causative	present	active,middle,passive
bṛh	1	primary	benedictive	active
bṛh	1	primary	future	active
bṛh	1	primary	imperative	active,passive
bṛh	1	primary	imperfect	active,passive
bṛh	1	primary	optative	active,passive
bṛh	1	primary	perfect	active
bṛh	1	primary	periphrastic_future	active
bṛh	1	primary	present	active,passive
bṛh	6	primary	imperative	active
bṛh	6	primary	imperfect	active
bṛh	6	primary	optative	active
bṛh	6	primary	present	active
cakṣ	1	primary	imperative	active,middle
cakṣ	1	primary	imperfect	active,middle
cakṣ	1	primary	optative	active,middle
cakṣ	1	primary	present	active,middle
cakṣ	2	causative	future	active,middle
cakṣ	2	causative	imperative	active,middle
cakṣ	2	causative	imperfect	active,middle
cakṣ	2	causative	optative	active,middle
cakṣ	2	causative	periphrastic_future	active
cakṣ	2	causative	present	active,middle
cakṣ	2	primary	benedictive	active
cakṣ	2	primary	future	active,middle
cakṣ	2	primary	imperative	active,middle,passive
cakṣ	2	primary	imperfect	active,middle,passive
cakṣ	2	primary	optative	active,middle,passive
cakṣ	2	primary	perfect	active,middle
cakṣ	2	primary	periphrastic_future	active
cakṣ	2	primary	present	active,middle,passive
cal	1	causative	future	active,middle
cal	1	causative	imperative	active,middle,passive
cal	1	causative	imperfect	active,middle,passive
cal	1	causative	optative	active,middle,passive
cal	1	causative	periphrastic_future	active
cal	1	causative	present	active,middle,passive
cal	1	intensive	imperative	middle
cal	1	intensive	imperfect	middle
cal	1	intensive	optative	middle
cal	1	intensive	present	middle
cal	1	primary	benedictive	active
cal	1	primary	future	active
cal	1	primary	imperative	active,passive
cal	1	primary	imperfect	active,passive
cal	1	primary	optative	active,passive
cal	1	primary	perfect	active
cal	1	primary	periphrastic_future	active
cal	1	primary	present	active,passive
cam	1	primary	benedictive	active
cam	1	primary	future	active
cam	1	primary	imperative	active,passive
cam	1	primary	imperfect	active,passive
cam	1	primary	optative	active,passive
cam	1	primary	perfect	active
cam	1	primary	periphrastic_future	active
cam	1	primary	present	active,passive
cand	1	primary	benedictive	active
cand	1	primary	future	active
cand	1	primary	imperative	active,passive
cand	1	primary	imperfect	active,passive
cand	1	primary	optative	active,passive
cand	1	primary	perfect	active
cand	1	primary	periphrastic_future	active
cand	1	primary	present	active,passive
car	1	causative	future	active,middle
car	1	causative	imperative	active,middle,passive
car	1	causative	imperfect	active,middle,passive
car	1	causative	optative	active,middle,passive
car	1	causative	periphrastic_future	active
car	1	causative	present	active,middle,passive
car	1	desiderative	future	active
car	1	desiderative	imperative	active,passive
car	1	desiderative	imperfect	active,passive
car	1	desiderative	optative	active,passive
car	1	desiderative	periphrastic_future	active
car	1	desiderative	present	active,passive
car	1	intensive	imperative	active
car	1	intensive	imperfect	active
car	1	intensive	optative	active
car	1	intensive	present	active
car	1	primary	benedictive	active
car	1	primary	future	active,middle
car	1	primary	imperative	active,middle,passive
car	1	primary	imperfect	active,middle,passive
car	1	primary	optative	active,middle,passive
car	1	primary	perfect	active,middle
car	1	primary	periphrastic_future	active
car	1	primary	present	active,middle,passive
car	3	primary	aorist	active,middle
car	5	primary	aorist	active,middle
car	5	primary	injunctive	active,middle
carc	10	primary	future	active,middle
carc	10	primary	imperative	active,middle,passive
carc	10	primary	imperfect	active,middle,passive
carc	10	primary	optative	active,middle,passive
carc	10	primary	periphrastic_future	active
carc	10	primary	present	active,middle,passive
carv	1	primary	benedictive	active
carv	1	primary	future	active,middle
carv	1	primary	imperative	active,middle,passive
carv	1	primary	imperfect	active,middle,passive
carv	1	primary	optative	active,middle,passive
carv	1	primary	perfect	active,middle
carv	1	primary	periphrastic_future	active
carv	1	primary	present	active,middle,passive
carv	10	primary	imperative	active,middle
carv	10	primary	imperfect	active,middle
carv	10	primary	optative	active,middle
carv	10	primary	present	active,middle
cat	1	causative	future	active,middle
cat	1	causative	imperative	active,middle,passive
cat	1	causative	imperfect	active,middle,passive
cat	1	causative	optative	active,middle,passive
cat	1	causative	periphrastic_future	active
cat	1	causative	present	active,middle,passive
cat	1	primary	benedictive	active
cat	1	primary	future	active,middle
cat	1	primary	imperative	active,middle,passive
cat	1	primary	imperfect	active,middle,passive
cat	1	primary	optative	active,middle,passive
cat	1	primary	perfect	active,middle
cat	1	primary	periphrastic_future	active
cat	1	primary	present	active,middle,passive
cañc	1	primary	benedictive	active
cañc	1	primary	future	active,middle
cañc	1	primary	imperative	active,middle,passive
cañc	1	primary	imperfect	active,middle,passive
cañc	1	primary	optative	active,middle,passive
cañc	1	primary	perfect	active,middle
cañc	1	primary	periphrastic_future	active
cañc	1	primary	present	active,middle,passive
caṇḍa	11	primary	future	active,middle
caṇḍa	11	primary	imperative	middle,passive
caṇḍa	11	primary	imperfect	middle,passive
caṇḍa	11	primary	optative	middle,passive
caṇḍa	11	primary	periphrastic_future	active
caṇḍa	11	primary	present	middle,passive
caṭ	1	primary	benedictive	active
caṭ	1	primary	future	active
caṭ	1	primary	imperative	active,passive
caṭ	1	primary	imperfect	active,passive
caṭ	1	primary	optative	active,passive
caṭ	1	primary	perfect	active
caṭ	1	primary	periphrastic_future	active
caṭ	1	primary	present	active,passive
ceṣṭ	1	primary	imperative	active,middle
ceṣṭ	1	primary	imperfect	active,middle
ceṣṭ	1	primary	optative	active,middle
ceṣṭ	1	primary	present	active,middle
ceṣṭ	3	causative	future	active,middle
ceṣṭ	3	causative	imperative	active,middle
ceṣṭ	3	causative	imperfect	active,middle
ceṣṭ	3	causative	optative	active,middle
ceṣṭ	3	causative	periphrastic_future	active
ceṣṭ	3	causative	present	active,middle
ceṣṭ	3	primary	aorist	active,middle
ceṣṭ	3	primary	benedictive	active
ceṣṭ	3	primary	future	active,middle
ceṣṭ	3	primary	imperative	passive
ceṣṭ	3	primary	imperfect	passive
ceṣṭ	3	primary	optative	passive
ceṣṭ	3	primary	perfect	active,middle
ceṣṭ	3	primary	periphrastic_future	active
ceṣṭ	3	primary	present	passive
ceṣṭ	5	primary	aorist	active,middle
ceṣṭ	5	primary	injunctive	active,middle
chad	1	causative	future	active,middle
chad	1	causative	imperative	active,middle,passive
chad	1	causative	imperfect	active,middle,passive
chad	1	causative	optative	active,middle,passive
chad	1	causative	periphrastic_future	active
chad	1	causative	present	active,middle,passive
chad	1	primary	benedictive	active
chad	1	primary	future	active,middle
chad	1	primary	imperative	active,middle,passive
chad	1	primary	imperfect	active,middle,passive
chad	1	primary	optative	active,middle,passive
chad	1	primary	perfect	active,middle
chad	1	primary	periphrastic_future	active
chad	1	primary	present	active,middle,passive
chala	11	primary	future	active,middle
chala	11	primary	imperative	active,passive
chala	11	primary	imperfect	active,passive
chala	11	primary	optative	active,passive
chala	11	primary	periphrastic_future	active
chala	11	primary	present	active,passive
chand	1	causative	future	active,middle
chand	1	causative	imperative	active,middle
chand	1	causative	imperfect	active,middle
chand	1	causative	optative	active,middle
chand	1	causative	periphrastic_future	active
chand	1	causative	present	active,middle
chand	1	primary	benedictive	active
chand	1	primary	future	active,middle
chand	1	primary	imperative	active,middle,passive
chand	1	primary	imperfect	active,middle,passive
chand	1	primary	optative	active,middle,passive
chand	1	primary	perfect	active,middle
chand	1	primary	periphrastic_future	active
chand	1	primary	present	active,middle,passive
chid	1	primary	aorist	active,passive
chid	2	primary	aorist	active,middle
chid	4	causative	future	active,middle
chid	4	causative	imperative	active,middle,passive
chid	4	causative	imperfect	active,middle,passive
chid	4	causative	optative	active,middle,passive
chid	4	causative	periphrastic_future	active
chid	4	causative	present	active,middle,passive
chid	4	primary	aorist	active,middle
chid	4	primary	benedictive	active
chid	4	primary	future	active,middle
chid	4	primary	imperative	passive
chid	4	primary	imperfect	passive
chid	4	primary	injunctive	active,middle
chid	4	primary	optative	passive
chid	4	primary	perfect	active,middle
chid	4	primary	periphrastic_future	active
chid	4	primary	present	passive
chid	7	primary	imperative	active,middle
chid	7	primary	imperfect	active,middle
chid	7	primary	optative	active,middle
chid	7	primary	present	active,middle
chidra	11	primary	future	active,middle
chidra	11	primary	imperative	active,passive
chidra	11	primary	imperfect	active,passive
chidra	11	primary	optative	active,passive
chidra	11	primary	periphrastic_future	active
chidra	11	primary	present	active,passive
chṛd	1	causative	future	active,middle
chṛd	1	causative	imperative	active,middle,passive
chṛd	1	causative	imperfect	active,middle,passive
chṛd	1	causative	optative	active,middle,passive
chṛd	1	causative	periphrastic_future	active
chṛd	1	causative	present	active,middle,passive
chṛd	1	primary	benedictive	active
chṛd	1	primary	future	active
chṛd	1	primary	imperative	active,passive
chṛd	1	primary	imperfect	active,passive
chṛd	1	primary	optative	active,passive
chṛd	1	primary	perfect	active
chṛd	1	primary	periphrastic_future	active
chṛd	1	primary	present	active,passive
chṛd	7	primary	imperative	active
chṛd	7	primary	imperfect	active
chṛd	7	primary	optative	active
chṛd	7	primary	present	active
ci	1	causative	future	active,middle
ci	1	causative	imperative	active,middle,passive
ci	1	causative	imperfect	active,middle,passive
ci	1	causative	optative	active,middle,passive
ci	1	causative	periphrastic_future	active
ci	1	causative	present	active,middle,passive
ci	1	desiderative	future	active
ci	1	desiderative	imperative	active,passive
ci	1	desiderative	imperfect	active,passive
ci	1	desiderative	optative	active,passive
ci	1	desiderative	periphrastic_future	active
ci	1	desiderative	present	active,passive
ci	1	primary	aorist	active
