form,root,class,person,number,mode,voice,modification,form_IAST,root_IAST
akalahAyaTAs,kalaha,denom,2,s,ipft,atma,,akalahāyathās,kalaha
akalahAyaDvam,kalaha,denom,2,p,ipft,atma,,akalahāyadhvam,kalaha
akalahAyanta,kalaha,denom,3,p,ipft,atma,,akalahāyanta,kalaha
akalahAyAmahi,kalaha,denom,1,p,ipft,atma,,akalahāyāmahi,kalaha
akalahAyAvahi,kalaha,denom,1,d,ipft,atma,,akalahāyāvahi,kalaha
akalahAye,kalaha,denom,1,s,ipft,atma,,akalahāye,kalaha
akalahAyetAm,kalaha,denom,3,d,ipft,atma,,akalahāyetām,kalaha
akalahAyeTAm,kalaha,denom,2,d,ipft,atma,,akalahāyethām,kalaha
akaluzayat,kaluza,denom,3,s,ipft,para,,akaluṣayat,kaluṣa
akaluzayata,kaluza,denom,2,p,ipft,para,,akaluṣayata,kaluṣa
akaluzayatam,kaluza,denom,2,d,ipft,para,,akaluṣayatam,kaluṣa
akaluzayatAm,kaluza,denom,3,d,ipft,para,,akaluṣayatām,kaluṣa
akaluzayan,kaluza,denom,3,p,ipft,para,,akaluṣayan,kaluṣa
akaluzayam,kaluza,denom,1,s,ipft,para,,akaluṣayam,kaluṣa
akaluzayas,kaluza,denom,2,s,ipft,para,,akaluṣayas,kaluṣa
akaluzayAma,kaluza,denom,1,p,ipft,para,,akaluṣayāma,kaluṣa
akaluzayAva,kaluza,denom,1,d,ipft,para,,akaluṣayāva,kaluṣa
akaluzAyata,kaluza,denom,3,s,ipft,atma,,akaluṣāyata,kaluṣa
akaluzAyaTAs,kaluza,denom,2,s,ipft,atma,,akaluṣāyathās,kaluṣa
akaluzAyaDvam,kaluza,denom,2,p,ipft,atma,,akaluṣāyadhvam,kaluṣa
akaluzAyanta,kaluza,denom,3,p,ipft,atma,,akaluṣāyanta,kaluṣa
akaluzAyAmahi,kaluza,denom,1,p,ipft,atma,,akaluṣāyāmahi,kaluṣa
akaluzAyAvahi,kaluza,denom,1,d,ipft,atma,,akaluṣāyāvahi,kaluṣa
akaluzAye,kaluza,denom,1,s,ipft,atma,,akaluṣāye,kaluṣa
akaluzAyetAm,kaluza,denom,3,d,ipft,atma,,akaluṣāyetām,kaluṣa
akaluzAyeTAm,kaluza,denom,2,d,ipft,atma,,akaluṣāyethām,kaluṣa
akalpata,kxp,1,3,s,ipft,atma,,akalpata,kḷp
akalpaTAs,kxp,1,2,s,ipft,atma,,akalpathās,kḷp
akalpaDvam,kxp,1,2,p,ipft,atma,,akalpadhvam,kḷp
akalpanta,kxp,1,3,p,ipft,atma,,akalpanta,kḷp
akalpayat,kxp,,3,s,ipft,para,caus,akalpayat,kḷp
akalpayata,kxp,,3,s,ipft,atma,caus,akalpayata,kḷp
akalpayatam,kxp,,2,d,ipft,para,caus,akalpayatam,kḷp
akalpayatAm,kxp,,3,d,ipft,para,caus,akalpayatām,kḷp
akalpayaTAs,kxp,,2,s,ipft,atma,caus,akalpayathās,kḷp
akalpayaDvam,kxp,,2,p,ipft,atma,caus,akalpayadhvam,kḷp
akalpayan,kxp,,3,p,ipft,para,caus,akalpayan,kḷp
akalpayanta,kxp,,3,p,ipft,atma,caus,akalpayanta,kḷp
akalpayam,kxp,,1,s,ipft,para,caus,akalpayam,kḷp
akalpayas,kxp,,2,s,ipft,para,caus,akalpayas,kḷp
akalpayAma,kxp,,1,p,ipft,para,caus,akalpayāma,kḷp
akalpayAmahi,kxp,,1,p,ipft,atma,caus,akalpayāmahi,kḷp
akalpayAva,kxp,,1,d,ipft,para,caus,akalpayāva,kḷp
akalpayAvahi,kxp,,1,d,ipft,atma,caus,akalpayāvahi,kḷp
akalpaye,kxp,,1,s,ipft,atma,caus,akalpaye,kḷp
akalpayetAm,kxp,,3,d,ipft,atma,caus,akalpayetām,kḷp
akalpayeTAm,kxp,,2,d,ipft,atma,caus,akalpayethām,kḷp
akalpAmahi,kxp,1,1,p,ipft,atma,,akalpāmahi,kḷp
akalpAvahi,kxp,1,1,d,ipft,atma,,akalpāvahi,kḷp
akalpe,kxp,1,1,s,ipft,atma,,akalpe,kḷp
akalpetAm,kxp,1,3,d,ipft,atma,,akalpetām,kḷp
akalpeTAm,kxp,1,2,d,ipft,atma,,akalpethām,kḷp
akalpyata,kxp,,3,s,ipft,pass,caus,akalpyata,kḷp
akalpyaTAs,kxp,,2,s,ipft,pass,caus,akalpyathās,kḷp
akalpyaDvam,kxp,,2,p,ipft,pass,caus,akalpyadhvam,kḷp
akalpyanta,kxp,,3,p,ipft,pass,caus,akalpyanta,kḷp
akalpyAmahi,kxp,,1,p,ipft,pass,caus,akalpyāmahi,kḷp
akalpyAvahi,kxp,,1,d,ipft,pass,caus,akalpyāvahi,kḷp
akalpye,kxp,,1,s,ipft,pass,caus,akalpye,kḷp
akalpyetAm,kxp,,3,d,ipft,pass,caus,akalpyetām,kḷp
akalpyeTAm,kxp,,2,d,ipft,pass,caus,akalpyethām,kḷp
akalyata,kal,,3,s,ipft,pass,,akalyata,kal
akalyaTAs,kal,,2,s,ipft,pass,,akalyathās,kal
akalyaDvam,kal,,2,p,ipft,pass,,akalyadhvam,kal
akalyanta,kal,,3,p,ipft,pass,,akalyanta,kal
akalyAmahi,kal,,1,p,ipft,pass,,akalyāmahi,kal
akalyAvahi,kal,,1,d,ipft,pass,,akalyāvahi,kal
akalye,kal,,1,s,ipft,pass,,akalye,kal
akalyetAm,kal,,3,d,ipft,pass,,akalyetām,kal
akalyeTAm,kal,,2,d,ipft,pass,,akalyethām,kal
akavalayat,kavala,denom,3,s,ipft,para,,akavalayat,kavala
akavalayata,kavala,denom,2,p,ipft,para,,akavalayata,kavala
akavalayatam,kavala,denom,2,d,ipft,para,,akavalayatam,kavala
akavalayatAm,kavala,denom,3,d,ipft,para,,akavalayatām,kavala
akavalayan,kavala,denom,3,p,ipft,para,,akavalayan,kavala
akavalayam,kavala,denom,1,s,ipft,para,,akavalayam,kavala
akavalayas,kavala,denom,2,s,ipft,para,,akavalayas,kavala
akavalayAma,kavala,denom,1,p,ipft,para,,akavalayāma,kavala
akavalayAva,kavala,denom,1,d,ipft,para,,akavalayāva,kavala
akavIyat,kavi,denom,3,s,ipft,para,,akavīyat,kavi
akavIyata,kavi,denom,2,p,ipft,para,,akavīyata,kavi
akavIyatam,kavi,denom,2,d,ipft,para,,akavīyatam,kavi
akavIyatAm,kavi,denom,3,d,ipft,para,,akavīyatām,kavi
akavIyan,kavi,denom,3,p,ipft,para,,akavīyan,kavi
akavIyam,kavi,denom,1,s,ipft,para,,akavīyam,kavi
akavIyas,kavi,denom,2,s,ipft,para,,akavīyas,kavi
akavIyAma,kavi,denom,1,p,ipft,para,,akavīyāma,kavi
akavIyAva,kavi,denom,1,d,ipft,para,,akavīyāva,kavi
akazat,kaz,1,3,s,ipft,para,,akaṣat,kaṣ
akazata,kaz,1,2,p,ipft,para,,akaṣata,kaṣ
akazatam,kaz,1,2,d,ipft,para,,akaṣatam,kaṣ
akazatAm,kaz,1,3,d,ipft,para,,akaṣatām,kaṣ
akazan,kaz,1,3,p,ipft,para,,akaṣan,kaṣ
akazam,kaz,1,1,s,ipft,para,,akaṣam,kaṣ
akazas,kaz,1,2,s,ipft,para,,akaṣas,kaṣ
akazAma,kaz,1,1,p,ipft,para,,akaṣāma,kaṣ
akazAva,kaz,1,1,d,ipft,para,,akaṣāva,kaṣ
akazwAyata,kazwa,denom,3,s,ipft,atma,,akaṣṭāyata,kaṣṭa
akazwAyaTAs,kazwa,denom,2,s,ipft,atma,,akaṣṭāyathās,kaṣṭa
akazwAyaDvam,kazwa,denom,2,p,ipft,atma,,akaṣṭāyadhvam,kaṣṭa
akazwAyanta,kazwa,denom,3,p,ipft,atma,,akaṣṭāyanta,kaṣṭa
akazwAyAmahi,kazwa,denom,1,p,ipft,atma,,akaṣṭāyāmahi,kaṣṭa
akazwAyAvahi,kazwa,denom,1,d,ipft,atma,,akaṣṭāyāvahi,kaṣṭa
akazwAye,kazwa,denom,1,s,ipft,atma,,akaṣṭāye,kaṣṭa
akazwAyetAm,kazwa,denom,3,d,ipft,atma,,akaṣṭāyetām,kaṣṭa
akazwAyeTAm,kazwa,denom,2,d,ipft,atma,,akaṣṭāyethām,kaṣṭa
akazyata,kaz,,3,s,ipft,pass,,akaṣyata,kaṣ
akazyaTAs,kaz,,2,s,ipft,pass,,akaṣyathās,kaṣ
akazyaDvam,kaz,,2,p,ipft,pass,,akaṣyadhvam,kaṣ
akazyanta,kaz,,3,p,ipft,pass,,akaṣyanta,kaṣ
akazyAmahi,kaz,,1,p,ipft,pass,,akaṣyāmahi,kaṣ
akazyAvahi,kaz,,1,d,ipft,pass,,akaṣyāvahi,kaṣ
akazye,kaz,,1,s,ipft,pass,,akaṣye,kaṣ
akazyetAm,kaz,,3,d,ipft,pass,,akaṣyetām,kaṣ
akazyeTAm,kaz,,2,d,ipft,pass,,akaṣyethām,kaṣ
akasat,kas,1,3,s,ipft,para,,akasat,kas
akasata,kas,1,2,p,ipft,para,,akasata,kas
akasatam,kas,1,2,d,ipft,para,,akasatam,kas
akasatAm,kas,1,3,d,ipft,para,,akasatām,kas
akasan,kas,1,3,p,ipft,para,,akasan,kas
akasam,kas,1,1,s,ipft,para,,akasam,kas
akasas,kas,1,2,s,ipft,para,,akasas,kas
akasAma,kas,1,1,p,ipft,para,,akasāma,kas
akasAva,kas,1,1,d,ipft,para,,akasāva,kas
akasyata,kas,,3,s,ipft,pass,,akasyata,kas
akasyaTAs,kas,,2,s,ipft,pass,,akasyathās,kas
akasyaDvam,kas,,2,p,ipft,pass,,akasyadhvam,kas
akasyanta,kas,,3,p,ipft,pass,,akasyanta,kas
akasyAmahi,kas,,1,p,ipft,pass,,akasyāmahi,kas
akasyAvahi,kas,,1,d,ipft,pass,,akasyāvahi,kas
akasye,kas,,1,s,ipft,pass,,akasye,kas
akasyetAm,kas,,3,d,ipft,pass,,akasyetām,kas
akasyeTAm,kas,,2,d,ipft,pass,,akasyethām,kas
akANkzat,kANkz,1,3,s,ipft,para,,akāṅkṣat,kāṅkṣ
akANkzata,kANkz,1,3,s,ipft,atma,,akāṅkṣata,kāṅkṣ
akANkzatam,kANkz,1,2,d,ipft,para,,akāṅkṣatam,kāṅkṣ
akANkzatAm,kANkz,1,3,d,ipft,para,,akāṅkṣatām,kāṅkṣ
akANkzaTAs,kANkz,1,2,s,ipft,atma,,akāṅkṣathās,kāṅkṣ
akANkzaDvam,kANkz,1,2,p,ipft,atma,,akāṅkṣadhvam,kāṅkṣ
akANkzan,kANkz,1,3,p,ipft,para,,akāṅkṣan,kāṅkṣ
akANkzanta,kANkz,1,3,p,ipft,atma,,akāṅkṣanta,kāṅkṣ
akANkzam,kANkz,1,1,s,ipft,para,,akāṅkṣam,kāṅkṣ
akANkzas,kANkz,1,2,s,ipft,para,,akāṅkṣas,kāṅkṣ
akANkzAma,kANkz,1,1,p,ipft,para,,akāṅkṣāma,kāṅkṣ
akANkzAmahi,kANkz,1,1,p,ipft,atma,,akāṅkṣāmahi,kāṅkṣ
akANkzAva,kANkz,1,1,d,ipft,para,,akāṅkṣāva,kāṅkṣ
akANkzAvahi,kANkz,1,1,d,ipft,atma,,akāṅkṣāvahi,kāṅkṣ
akANkze,kANkz,1,1,s,ipft,atma,,akāṅkṣe,kāṅkṣ
akANkzetAm,kANkz,1,3,d,ipft,atma,,akāṅkṣetām,kāṅkṣ
akANkzeTAm,kANkz,1,2,d,ipft,atma,,akāṅkṣethām,kāṅkṣ
akANkzyata,kANkz,,3,s,ipft,pass,,akāṅkṣyata,kāṅkṣ
akANkzyaTAs,kANkz,,2,s,ipft,pass,,akāṅkṣyathās,kāṅkṣ
akANkzyaDvam,kANkz,,2,p,ipft,pass,,akāṅkṣyadhvam,kāṅkṣ
akANkzyanta,kANkz,,3,p,ipft,pass,,akāṅkṣyanta,kāṅkṣ
akANkzyAmahi,kANkz,,1,p,ipft,pass,,akāṅkṣyāmahi,kāṅkṣ
akANkzyAvahi,kANkz,,1,d,ipft,pass,,akāṅkṣyāvahi,kāṅkṣ
akANkzye,kANkz,,1,s,ipft,pass,,akāṅkṣye,kāṅkṣ
akANkzyetAm,kANkz,,3,d,ipft,pass,,akāṅkṣyetām,kāṅkṣ
akANkzyeTAm,kANkz,,2,d,ipft,pass,,akāṅkṣyethām,kāṅkṣ
akAnizam,kan,,1,s,aor,para,,akāniṣam,kan
akAnizur,kan,,3,p,aor,para,,akāniṣur,kan
akAnizwa,kan,,2,p,aor,para,,akāniṣṭa,kan
akAnizwam,kan,,2,d,aor,para,,akāniṣṭam,kan
akAnizwAm,kan,,3,d,aor,para,,akāniṣṭām,kan
akAnizma,kan,,1,p,aor,para,,akāniṣma,kan
akAnizva,kan,,1,d,aor,para,,akāniṣva,kan
akAnIt,kan,,3,s,aor,para,,akānīt,kan
akAnIs,kan,,2,s,aor,para,,akānīs,kan
akAmayat,kam,,3,s,ipft,para,caus,akāmayat,kam
akAmayata,kam,,3,s,ipft,atma,caus,akāmayata,kam
akAmayatam,kam,,2,d,ipft,para,caus,akāmayatam,kam
akAmayatAm,kam,,3,d,ipft,para,caus,akāmayatām,kam
akAmayaTAs,kam,,2,s,ipft,atma,caus,akāmayathās,kam
akAmayaDvam,kam,,2,p,ipft,atma,caus,akāmayadhvam,kam
akAmayan,kam,,3,p,ipft,para,caus,akāmayan,kam
akAmayanta,kam,,3,p,ipft,atma,caus,akāmayanta,kam
akAmayam,kam,,1,s,ipft,para,caus,akāmayam,kam
akAmayas,kam,,2,s,ipft,para,caus,akāmayas,kam
akAmayAma,kam,,1,p,ipft,para,caus,akāmayāma,kam
akAmayAmahi,kam,,1,p,ipft,atma,caus,akāmayāmahi,kam
akAmayAva,kam,,1,d,ipft,para,caus,akāmayāva,kam
akAmayAvahi,kam,,1,d,ipft,atma,caus,akāmayāvahi,kam
akAmaye,kam,,1,s,ipft,atma,caus,akāmaye,kam
akAmayetAm,kam,,3,d,ipft,atma,caus,akāmayetām,kam
akAmayeTAm,kam,,2,d,ipft,atma,caus,akāmayethām,kam
akAmyata,kam,,3,s,ipft,pass,caus,akāmyata,kam
akAmyaTAs,kam,,2,s,ipft,pass,caus,akāmyathās,kam
akAmyaDvam,kam,,2,p,ipft,pass,caus,akāmyadhvam,kam
akAmyanta,kam,,3,p,ipft,pass,caus,akāmyanta,kam
akAmyAmahi,kam,,1,p,ipft,pass,caus,akāmyāmahi,kam
akAmyAvahi,kam,,1,d,ipft,pass,caus,akāmyāvahi,kam
akAmye,kam,,1,s,ipft,pass,caus,akāmye,kam
akAmyetAm,kam,,3,d,ipft,pass,caus,akāmyetām,kam
akAmyeTAm,kam,,2,d,ipft,pass,caus,akāmyethām,kam
akAyat,kan,4,3,s,ipft,para,,akāyat,kan
akAyata,kan,4,2,p,ipft,para,,akāyata,kan
akAyatam,kan,4,2,d,ipft,para,,akāyatam,kan
akAyatAm,kan,4,3,d,ipft,para,,akāyatām,kan
akAyan,kan,4,3,p,ipft,para,,akāyan,kan
akAyam,kan,4,1,s,ipft,para,,akāyam,kan
akAyas,kan,4,2,s,ipft,para,,akāyas,kan
akAyAma,kan,4,1,p,ipft,para,,akāyāma,kan
akAyAva,kan,4,1,d,ipft,para,,akāyāva,kan
akArayat,kf#1,,3,s,ipft,para,caus,akārayat,kṛ#1
akArayata,kf#1,,3,s,ipft,atma,caus,akārayata,kṛ#1
akArayatam,kf#1,,2,d,ipft,para,caus,akārayatam,kṛ#1
akArayatAm,kf#1,,3,d,ipft,para,caus,akārayatām,kṛ#1
akArayaTAs,kf#1,,2,s,ipft,atma,caus,akārayathās,kṛ#1
akArayaDvam,kf#1,,2,p,ipft,atma,caus,akārayadhvam,kṛ#1
akArayan,kf#1,,3,p,ipft,para,caus,akārayan,kṛ#1
akArayanta,kf#1,,3,p,ipft,atma,caus,akārayanta,kṛ#1
akArayam,kf#1,,1,s,ipft,para,caus,akārayam,kṛ#1
akArayas,kf#1,,2,s,ipft,para,caus,akārayas,kṛ#1
akArayAma,kf#1,,1,p,ipft,para,caus,akārayāma,kṛ#1
akArayAmahi,kf#1,,1,p,ipft,atma,caus,akārayāmahi,kṛ#1
akArayAva,kf#1,,1,d,ipft,para,caus,akārayāva,kṛ#1
akArayAvahi,kf#1,,1,d,ipft,atma,caus,akārayāvahi,kṛ#1
akAraye,kf#1,,1,s,ipft,atma,caus,akāraye,kṛ#1
akArayetAm,kf#1,,3,d,ipft,atma,caus,akārayetām,kṛ#1
akArayeTAm,kf#1,,2,d,ipft,atma,caus,akārayethām,kṛ#1
akAri,kf#1,,3,s,aor,pass,,akāri,kṛ#1
akArizam,kf#2,,1,s,aor,para,,akāriṣam,kṛ#2
akArizur,kf#2,,3,p,aor,para,,akāriṣur,kṛ#2
akArizwa,kf#2,,2,p,aor,para,,akāriṣṭa,kṛ#2
akArizwam,kf#2,,2,d,aor,para,,akāriṣṭam,kṛ#2
akArizwAm,kf#2,,3,d,aor,para,,akāriṣṭām,kṛ#2
akArizma,kf#2,,1,p,aor,para,,akāriṣma,kṛ#2
akArizva,kf#2,,1,d,aor,para,,akāriṣva,kṛ#2
akArIt,kf#2,,3,s,aor,para,,akārīt,kṛ#2
akArIs,kf#2,,2,s,aor,para,,akārīs,kṛ#2
akAryata,kf#1,,3,s,ipft,pass,caus,akāryata,kṛ#1
akAryaTAs,kf#1,,2,s,ipft,pass,caus,akāryathās,kṛ#1
akAryaDvam,kf#1,,2,p,ipft,pass,caus,akāryadhvam,kṛ#1
akAryanta,kf#1,,3,p,ipft,pass,caus,akāryanta,kṛ#1
akAryAmahi,kf#1,,1,p,ipft,pass,caus,akāryāmahi,kṛ#1
akAryAvahi,kf#1,,1,d,ipft,pass,caus,akāryāvahi,kṛ#1
akArye,kf#1,,1,s,ipft,pass,caus,akārye,kṛ#1
akAryetAm,kf#1,,3,d,ipft,pass,caus,akāryetām,kṛ#1
akAryeTAm,kf#1,,2,d,ipft,pass,caus,akāryethām,kṛ#1
akArzam,kf#1,,1,s,aor,para,,akārṣam,kṛ#1
akArzIt,kf#1,,3,s,aor,para,,akārṣīt,kṛ#1
akArzIs,kf#1,,2,s,aor,para,,akārṣīs,kṛ#1
akArzur,kf#1,,3,p,aor,para,,akārṣur,kṛ#1
akArzwa,kf#1,,2,p,aor,para,,akārṣṭa,kṛ#1
akArzwam,kf#1,,2,d,aor,para,,akārṣṭam,kṛ#1
akArzwAm,kf#1,,3,d,aor,para,,akārṣṭām,kṛ#1
akArzma,kf#1,,1,p,aor,para,,akārṣma,kṛ#1
akArzva,kf#1,,1,d,aor,para,,akārṣva,kṛ#1
akAlayat,kal,,3,s,ipft,para,caus,akālayat,kal
akAlayata,kal,,3,s,ipft,atma,caus,akālayata,kal
akAlayatam,kal,,2,d,ipft,para,caus,akālayatam,kal
akAlayatAm,kal,,3,d,ipft,para,caus,akālayatām,kal
akAlayaTAs,kal,,2,s,ipft,atma,caus,akālayathās,kal
akAlayaDvam,kal,,2,p,ipft,atma,caus,akālayadhvam,kal
akAlayan,kal,,3,p,ipft,para,caus,akālayan,kal
akAlayanta,kal,,3,p,ipft,atma,caus,akālayanta,kal
akAlayam,kal,,1,s,ipft,para,caus,akālayam,kal
akAlayas,kal,,2,s,ipft,para,caus,akālayas,kal
akAlayAma,kal,,1,p,ipft,para,caus,akālayāma,kal
akAlayAmahi,kal,,1,p,ipft,atma,caus,akālayāmahi,kal
akAlayAva,kal,,1,d,ipft,para,caus,akālayāva,kal
akAlayAvahi,kal,,1,d,ipft,atma,caus,akālayāvahi,kal
akAlaye,kal,,1,s,ipft,atma,caus,akālaye,kal
akAlayetAm,kal,,3,d,ipft,atma,caus,akālayetām,kal
akAlayeTAm,kal,,2,d,ipft,atma,caus,akālayethām,kal
akAlyata,kal,,3,s,ipft,pass,caus,akālyata,kal
akAlyaTAs,kal,,2,s,ipft,pass,caus,akālyathās,kal
akAlyaDvam,kal,,2,p,ipft,pass,caus,akālyadhvam,kal
akAlyanta,kal,,3,p,ipft,pass,caus,akālyanta,kal
akAlyAmahi,kal,,1,p,ipft,pass,caus,akālyāmahi,kal
akAlyAvahi,kal,,1,d,ipft,pass,caus,akālyāvahi,kal
akAlye,kal,,1,s,ipft,pass,caus,akālye,kal
akAlyetAm,kal,,3,d,ipft,pass,caus,akālyetām,kal
akAlyeTAm,kal,,2,d,ipft,pass,caus,akālyethām,kal
akASata,kAS,1,3,s,ipft,atma,,akāśata,kāś
akASaTAs,kAS,1,2,s,ipft,atma,,akāśathās,kāś
akASaDvam,kAS,1,2,p,ipft,atma,,akāśadhvam,kāś
akASanta,kAS,1,3,p,ipft,atma,,akāśanta,kāś
akASayat,kAS,,3,s,ipft,para,caus,akāśayat,kāś
akASayata,kAS,,3,s,ipft,atma,caus,akāśayata,kāś
akASayatam,kAS,,2,d,ipft,para,caus,akāśayatam,kāś
akASayatAm,kAS,,3,d,ipft,para,caus,akāśayatām,kāś
akASayaTAs,kAS,,2,s,ipft,atma,caus,akāśayathās,kāś
akASayaDvam,kAS,,2,p,ipft,atma,caus,akāśayadhvam,kāś
akASayan,kAS,,3,p,ipft,para,caus,akāśayan,kāś
akASayanta,kAS,,3,p,ipft,atma,caus,akāśayanta,kāś
akASayam,kAS,,1,s,ipft,para,caus,akāśayam,kāś
akASayas,kAS,,2,s,ipft,para,caus,akāśayas,kāś
akASayAma,kAS,,1,p,ipft,para,caus,akāśayāma,kāś
akASayAmahi,kAS,,1,p,ipft,atma,caus,akāśayāmahi,kāś
akASayAva,kAS,,1,d,ipft,para,caus,akāśayāva,kāś
akASayAvahi,kAS,,1,d,ipft,atma,caus,akāśayāvahi,kāś
akASaye,kAS,,1,s,ipft,atma,caus,akāśaye,kāś
akASayetAm,kAS,,3,d,ipft,atma,caus,akāśayetām,kāś
akASayeTAm,kAS,,2,d,ipft,atma,caus,akāśayethām,kāś
akASAmahi,kAS,1,1,p,ipft,atma,,akāśāmahi,kāś
akASAvahi,kAS,1,1,d,ipft,atma,,akāśāvahi,kāś
akASe,kAS,1,1,s,ipft,atma,,akāśe,kāś
akASetAm,kAS,1,3,d,ipft,atma,,akāśetām,kāś
akASeTAm,kAS,1,2,d,ipft,atma,,akāśethām,kāś
akASyata,kAS,,3,s,ipft,pass,,akāśyata,kāś
akASyaTAs,kAS,,2,s,ipft,pass,,akāśyathās,kāś
akASyaDvam,kAS,,2,p,ipft,pass,,akāśyadhvam,kāś
akASyanta,kAS,,3,p,ipft,pass,,akāśyanta,kāś
akASyAmahi,kAS,,1,p,ipft,pass,,akāśyāmahi,kāś
akASyAvahi,kAS,,1,d,ipft,pass,,akāśyāvahi,kāś
akASye,kAS,,1,s,ipft,pass,,akāśye,kāś
akASyetAm,kAS,,3,d,ipft,pass,,akāśyetām,kāś
akASyeTAm,kAS,,2,d,ipft,pass,,akāśyethām,kāś
akAzayat,kaz,,3,s,ipft,para,caus,akāṣayat,kaṣ
akAzayata,kaz,,3,s,ipft,atma,caus,akāṣayata,kaṣ
akAzayatam,kaz,,2,d,ipft,para,caus,akāṣayatam,kaṣ
akAzayatAm,kaz,,3,d,ipft,para,caus,akāṣayatām,kaṣ
akAzayaTAs,kaz,,2,s,ipft,atma,caus,akāṣayathās,kaṣ
akAzayaDvam,kaz,,2,p,ipft,atma,caus,akāṣayadhvam,kaṣ
akAzayan,kaz,,3,p,ipft,para,caus,akāṣayan,kaṣ
akAzayanta,kaz,,3,p,ipft,atma,caus,akāṣayanta,kaṣ
akAzayam,kaz,,1,s,ipft,para,caus,akāṣayam,kaṣ
akAzayas,kaz,,2,s,ipft,para,caus,akāṣayas,kaṣ
akAzayAma,kaz,,1,p,ipft,para,caus,akāṣayāma,kaṣ
akAzayAmahi,kaz,,1,p,ipft,atma,caus,akāṣayāmahi,kaṣ
akAzayAva,kaz,,1,d,ipft,para,caus,akāṣayāva,kaṣ
akAzayAvahi,kaz,,1,d,ipft,atma,caus,akāṣayāvahi,kaṣ
akAzaye,kaz,,1,s,ipft,atma,caus,akāṣaye,kaṣ
akAzayetAm,kaz,,3,d,ipft,atma,caus,akāṣayetām,kaṣ
akAzayeTAm,kaz,,2,d,ipft,atma,caus,akāṣayethām,kaṣ
akAzyata,kaz,,3,s,ipft,pass,caus,akāṣyata,kaṣ
akAzyaTAs,kaz,,2,s,ipft,pass,caus,akāṣyathās,kaṣ
akAzyaDvam,kaz,,2,p,ipft,pass,caus,akāṣyadhvam,kaṣ
akAzyanta,kaz,,3,p,ipft,pass,caus,akāṣyanta,kaṣ
akAzyAmahi,kaz,,1,p,ipft,pass,caus,akāṣyāmahi,kaṣ
akAzyAvahi,kaz,,1,d,ipft,pass,caus,akāṣyāvahi,kaṣ
akAzye,kaz,,1,s,ipft,pass,caus,akāṣye,kaṣ
akAzyetAm,kaz,,3,d,ipft,pass,caus,akāṣyetām,kaṣ
akAzyeTAm,kaz,,2,d,ipft,pass,caus,akāṣyethām,kaṣ
akAsayat,kas,,3,s,ipft,para,caus,akāsayat,kas
akAsayata,kas,,3,s,ipft,atma,caus,akāsayata,kas
akAsayatam,kas,,2,d,ipft,para,caus,akāsayatam,kas
akAsayatAm,kas,,3,d,ipft,para,caus,akāsayatām,kas
akAsayaTAs,kas,,2,s,ipft,atma,caus,akāsayathās,kas
akAsayaDvam,kas,,2,p,ipft,atma,caus,akāsayadhvam,kas
akAsayan,kas,,3,p,ipft,para,caus,akāsayan,kas
akAsayanta,kas,,3,p,ipft,atma,caus,akāsayanta,kas
akAsayam,kas,,1,s,ipft,para,caus,akāsayam,kas
akAsayas,kas,,2,s,ipft,para,caus,akāsayas,kas
akAsayAma,kas,,1,p,ipft,para,caus,akāsayāma,kas
akAsayAmahi,kas,,1,p,ipft,atma,caus,akāsayāmahi,kas
akAsayAva,kas,,1,d,ipft,para,caus,akāsayāva,kas
akAsayAvahi,kas,,1,d,ipft,atma,caus,akāsayāvahi,kas
akAsaye,kas,,1,s,ipft,atma,caus,akāsaye,kas
akAsayetAm,kas,,3,d,ipft,atma,caus,akāsayetām,kas
akAsayeTAm,kas,,2,d,ipft,atma,caus,akāsayethām,kas
akAsyata,kas,,3,s,ipft,pass,caus,akāsyata,kas
akAsyaTAs,kas,,2,s,ipft,pass,caus,akāsyathās,kas
akAsyaDvam,kas,,2,p,ipft,pass,caus,akāsyadhvam,kas
akAsyanta,kas,,3,p,ipft,pass,caus,akāsyanta,kas
akAsyAmahi,kas,,1,p,ipft,pass,caus,akāsyāmahi,kas
akAsyAvahi,kas,,1,d,ipft,pass,caus,akāsyāvahi,kas
akAsye,kas,,1,s,ipft,pass,caus,akāsye,kas
akAsyetAm,kas,,3,d,ipft,pass,caus,akāsyetām,kas
akAsyeTAm,kas,,2,d,ipft,pass,caus,akāsyethām,kas
akirat,kF,6,3,s,ipft,para,,akirat,kṝ
akirata,kF,6,2,p,ipft,para,,akirata,kṝ
akiratam,kF,6,2,d,ipft,para,,akiratam,kṝ
akiratAm,kF,6,3,d,ipft,para,,akiratām,kṝ
akiran,kF,6,3,p,ipft,para,,akiran,kṝ
akiram,kF,6,1,s,ipft,para,,akiram,kṝ
akiras,kF,6,2,s,ipft,para,,akiras,kṝ
akirAma,kF,6,1,p,ipft,para,,akirāma,kṝ
akirAva,kF,6,1,d,ipft,para,,akirāva,kṝ
akIrtayat,kIrt,10,3,s,ipft,para,,akīrtayat,kīrt
akIrtayata,kIrt,10,3,s,ipft,atma,,akīrtayata,kīrt
akIrtayatam,kIrt,10,2,d,ipft,para,,akīrtayatam,kīrt
akIrtayatAm,kIrt,10,3,d,ipft,para,,akīrtayatām,kīrt
akIrtayaTAs,kIrt,10,2,s,ipft,atma,,akīrtayathās,kīrt
