form_slp1,form_iast,stem_slp1,stem_iast,tense,voice,person,number,class,derivation
pAcayAvahe,pācayāvahe,pac,pac,present,middle,1,du,,causative
pAcayAvahE,pācayāvahai,pac,pac,imperative,middle,1,du,,causative
pAcayitA,pācayitā,pac,pac,periphrastic_future,active,3,sg,,causative
pAcayitAras,pācayitāras,pac,pac,periphrastic_future,active,3,pl,,causative
pAcayitArO,pācayitārau,pac,pac,periphrastic_future,active,3,du,,causative
pAcayitAsi,pācayitāsi,pac,pac,periphrastic_future,active,2,sg,,causative
pAcayitAsTa,pācayitāstha,pac,pac,periphrastic_future,active,2,pl,,causative
pAcayitAsTas,pācayitāsthas,pac,pac,periphrastic_future,active,2,du,,causative
pAcayitAsmas,pācayitāsmas,pac,pac,periphrastic_future,active,1,pl,,causative
pAcayitAsmi,pācayitāsmi,pac,pac,periphrastic_future,active,1,sg,,causative
pAcayitAsvas,pācayitāsvas,pac,pac,periphrastic_future,active,1,du,,causative
pAcayizyatas,pācayiṣyatas,pac,pac,future,active,3,du,,causative
pAcayizyati,pācayiṣyati,pac,pac,future,active,3,sg,,causative
pAcayizyate,pācayiṣyate,pac,pac,future,middle,3,sg,,causative
pAcayizyaTa,pācayiṣyatha,pac,pac,future,active,2,pl,,causative
pAcayizyaTas,pācayiṣyathas,pac,pac,future,active,2,du,,causative
pAcayizyaDve,pācayiṣyadhve,pac,pac,future,middle,2,pl,,causative
pAcayizyanti,pācayiṣyanti,pac,pac,future,active,3,pl,,causative
pAcayizyante,pācayiṣyante,pac,pac,future,middle,3,pl,,causative
pAcayizyasi,pācayiṣyasi,pac,pac,future,active,2,sg,,causative
pAcayizyase,pācayiṣyase,pac,pac,future,middle,2,sg,,causative
pAcayizyAmas,pācayiṣyāmas,pac,pac,future,active,1,pl,,causative
pAcayizyAmahe,pācayiṣyāmahe,pac,pac,future,middle,1,pl,,causative
pAcayizyAmi,pācayiṣyāmi,pac,pac,future,active,1,sg,,causative
pAcayizyAvas,pācayiṣyāvas,pac,pac,future,active,1,du,,causative
pAcayizyAvahe,pācayiṣyāvahe,pac,pac,future,middle,1,du,,causative
pAcayizye,pācayiṣye,pac,pac,future,middle,1,sg,,causative
pAcayizyete,pācayiṣyete,pac,pac,future,middle,3,du,,causative
pAcayizyeTe,pācayiṣyethe,pac,pac,future,middle,2,du,,causative
pAcaye,pācaye,pac,pac,present,middle,1,sg,,causative
pAcayet,pācayet,pac,pac,optative,active,3,sg,,causative
pAcayeta,pācayeta,pac,pac,optative,middle,3,sg,,causative
pAcayetam,pācayetam,pac,pac,optative,active,2,du,,causative
pAcayetAm,pācayetām,pac,pac,imperative,middle,3,du,,causative
pAcayete,pācayete,pac,pac,present,middle,3,du,,causative
pAcayeTAm,pācayethām,pac,pac,imperative,middle,2,du,,causative
pAcayeTAs,pācayethās,pac,pac,optative,middle,2,sg,,causative
pAcayeTe,pācayethe,pac,pac,present,middle,2,du,,causative
pAcayeDvam,pācayedhvam,pac,pac,optative,middle,2,pl,,causative
pAcayema,pācayema,pac,pac,optative,active,1,pl,,causative
pAcayemahi,pācayemahi,pac,pac,optative,middle,1,pl,,causative
pAcayeya,pācayeya,pac,pac,optative,middle,1,sg,,causative
pAcayeyam,pācayeyam,pac,pac,optative,active,1,sg,,causative
pAcayeyAtAm,pācayeyātām,pac,pac,optative,middle,3,du,,causative
pAcayeyATAm,pācayeyāthām,pac,pac,optative,middle,2,du,,causative
pAcayeyur,pācayeyur,pac,pac,optative,active,3,pl,,causative
pAcayeran,pācayeran,pac,pac,optative,middle,3,pl,,causative
pAcayeva,pācayeva,pac,pac,optative,active,1,du,,causative
pAcayevahi,pācayevahi,pac,pac,optative,middle,1,du,,causative
pAcayes,pācayes,pac,pac,optative,active,2,sg,,causative
pAcayE,pācayai,pac,pac,imperative,middle,1,sg,,causative
pAcyatAm,pācyatām,pac,pac,imperative,passive,3,sg,,causative
pAcyate,pācyate,pac,pac,present,passive,3,sg,,causative
pAcyaDvam,pācyadhvam,pac,pac,imperative,passive,2,pl,,causative
pAcyaDve,pācyadhve,pac,pac,present,passive,2,pl,,causative
pAcyantAm,pācyantām,pac,pac,imperative,passive,3,pl,,causative
pAcyante,pācyante,pac,pac,present,passive,3,pl,,causative
pAcyase,pācyase,pac,pac,present,passive,2,sg,,causative
pAcyasva,pācyasva,pac,pac,imperative,passive,2,sg,,causative
pAcyAmahe,pācyāmahe,pac,pac,present,passive,1,pl,,causative
pAcyAmahE,pācyāmahai,pac,pac,imperative,passive,1,pl,,causative
pAcyAvahe,pācyāvahe,pac,pac,present,passive,1,du,,causative
pAcyAvahE,pācyāvahai,pac,pac,imperative,passive,1,du,,causative
pAcye,pācye,pac,pac,present,passive,1,sg,,causative
pAcyeta,pācyeta,pac,pac,optative,passive,3,sg,,causative
pAcyetAm,pācyetām,pac,pac,imperative,passive,3,du,,causative
pAcyete,pācyete,pac,pac,present,passive,3,du,,causative
pAcyeTAm,pācyethām,pac,pac,imperative,passive,2,du,,causative
pAcyeTAs,pācyethās,pac,pac,optative,passive,2,sg,,causative
pAcyeTe,pācyethe,pac,pac,present,passive,2,du,,causative
pAcyeDvam,pācyedhvam,pac,pac,optative,passive,2,pl,,causative
pAcyemahi,pācyemahi,pac,pac,optative,passive,1,pl,,causative
pAcyeya,pācyeya,pac,pac,optative,passive,1,sg,,causative
pAcyeyAtAm,pācyeyātām,pac,pac,optative,passive,3,du,,causative
pAcyeyATAm,pācyeyāthām,pac,pac,optative,passive,2,du,,causative
pAcyeran,pācyeran,pac,pac,optative,passive,3,pl,,causative
pAcyevahi,pācyevahi,pac,pac,optative,passive,1,du,,causative
